sentID.BTEC,split,lang,sent,label
1019,corpus-6-train,BEI,شتريت هالبنطلون مبارح، بس ما فات فيي .,Levantine
7811,corpus-6-test-corpus-26-train,SAL,انا اتهاجمت بشاطئ وايمنالو . لو سمحت تعال هلا .,Levantine
2118,corpus-6-train,CAI,اتمنى نلاقي رحلة كيران كويسة .,Egyptian
631,corpus-6-test-corpus-26-train,SAL,إذا حدا سأل عني، احكيلهم اني بالقهوة .,Levantine
1321,corpus-6-test-corpus-26-train,ASW,إحنا ممكن نحجزلك أوضة مريحة في القلعة القديمة جنب ملعب جولف شهير.,Egyptian
9468,corpus-6-train,RAB,شكوناهو النحات؟,Maghrebi
5549,corpus-6-test-corpus-26-dev,MOS,اش اطيق اشوفك؟,Iraqi
3512,corpus-6-test-corpus-26-test,MOS,اغيد مكان صغيغ.,Iraqi
11626,corpus-6-test-corpus-26-train,ALX,ممكن لو سمحت تغير الفستان دة لواحد مقاس أكبر؟,Egyptian
17163,corpus-6-test-corpus-26-train,MOS,اغيد شعغي شويه اطول بالخلف.,Iraqi
18640,corpus-6-test-corpus-26-train,BAS,لمدة عشرة ايام.,Iraqi
15292,corpus-6-test-corpus-26-train,JED,علمني عن افضل نادي جاميكي في نيو يورك.,Gulf
17526,corpus-6-test-corpus-26-train,JER,لأ، بتوقع نسيو يجيبولنا واحد.,Levantine
5987,corpus-6-test-corpus-26-train,FES,هادشي اللي كنت غادي نقول.,Maghrebi
15042,corpus-6-train,RAB,صدري كيوجعني.,Maghrebi
19767,corpus-6-train,RAB,غادي ناخد هادشي.,Maghrebi
11478,corpus-6-test-corpus-26-train,MUS,في اي اكل غير حار؟,Gulf
12193,corpus-6-test-corpus-26-train,DAM,طوكية صفر تلاتة أربع تسعات أربعة خمسة ستة سبعة.,Levantine
12878,corpus-6-test-corpus-26-train,JER,بتكتب عنوانك هون؟,Levantine
14459,corpus-6-test-corpus-26-train,BAG,راح اخذ هذي الوجبة الثابتة.,Iraqi
9384,corpus-6-test-corpus-26-train,FES,راه خارج دابا.,Maghrebi
13134,corpus-6-test-corpus-26-train,MOS,دير بالك لان الطقس كلش متغير بالجبيل.,Iraqi
10790,corpus-6-test-corpus-26-train,BAG,اثنين بالغين واثنين اطفال، رجاءً.,Iraqi
2591,corpus-6-test-corpus-26-train,MOS,اركض.,Iraqi
4644,corpus-6-test-corpus-26-test,BAS,اكو جولة العصر؟,Iraqi
16371,corpus-6-test-corpus-26-train,ASW,بيفضل فاتح لغاية إمتى؟,Egyptian
8068,corpus-6-test-corpus-26-train,ALG,جاءت السيارة في وجهي من جهة التقاطع.,Maghrebi
9862,corpus-6-test-corpus-26-train,MUS,"الطريق إلى النجاح هو ""جينمياكو""، صح؟",Gulf
19769,corpus-6-test-corpus-26-test,BAS,اكدر استأجر مضارب؟,Iraqi
12254,corpus-6-test-corpus-26-train,FES,واش عارف كيفاش نخدم التيليفون؟,Maghrebi
11600,corpus-6-test-corpus-26-train,DAM,المي هون صالحة للشرب؟,Levantine
280,corpus-6-test-corpus-26-train,ALX,عاوز اكستنشن أربعة وعشرين، من فضلك.,Egyptian
597,corpus-6-train,RAB,عافاك غير أجي بخير المرة الجاية.,Maghrebi
5723,corpus-6-test-corpus-26-train,ALG,إيه، هاذا. بصح لازم تدور على اليسار عند الضوء الأحمر الثالث و تكمل في هاذ الطريق حتى للطريق ستة و ستون.,Maghrebi
16833,corpus-6-test-corpus-26-train,AMM,لازم آجي على المستشفى كل يوم؟,Levantine
1056,corpus-6-test-corpus-26-dev,BAG,عدنا حوالي تلاثين نوع زيت حمام.,Iraqi
548,corpus-6-test-corpus-26-train,BAG,اتدور على شي؟,Iraqi
14094,corpus-6-test-corpus-26-train,MOS,اشقد تكلفه تذكرة مرجع لاوكسفورد؟,Iraqi
3859,corpus-6-test-corpus-26-train,JED,أيش نوع العيش اللي عندك؟,Gulf
18648,corpus-6-train,CAI,بالمناسبة، ممكن أصرف الشيك ده كمان؟,Egyptian
1980,corpus-6-test-corpus-26-test,ALG,لهاذ المكان، من فضلك.,Maghrebi
10239,corpus-6-train,DOH,هذي يشتغل على مية فولت؟,Gulf
4364,corpus-6-test-corpus-26-test,RIY,رحلتنا الهايكنج بتكون فلة مرة.,Gulf
19666,corpus-6-test-corpus-26-train,ALG,نظن نعم.,Maghrebi
5262,corpus-6-test-corpus-26-train,FES,ممكن تجي لهنا فأقرب وقت، عافاك؟,Maghrebi
2557,corpus-6-test-corpus-26-train,ASW,واحد برجر بالجبنة برة، لو سمحت.,Egyptian
8141,corpus-6-test-corpus-26-train,SAL,بس انت لازم توعدني انو تضرب الطابة، مش انا، اوك؟,Levantine
11914,corpus-6-train,DOH,لو سمحت شحنه لهالعنوان.,Gulf
15607,corpus-6-test-corpus-26-test,ASW,إديني شوية سجاير.,Egyptian
7743,corpus-6-dev,DOH,ماعرف عنواني للحين. بس انا قايل بقعد في فندق في سان فرانسيسكو.,Gulf
14960,corpus-6-test-corpus-26-train,ALG,اذا تسافروا كثيرا؟,Maghrebi
19599,corpus-6-train,RAB,بغيت ناخد شريحة لحم نص طياب مع البطاطا فالفرن.,Maghrebi
3522,corpus-6-test-corpus-26-train,FES,واش خاصني نخلص ثمن الوقود؟,Maghrebi
5540,corpus-6-test-corpus-26-train,JER,متأسف، مش ملحق عليك. بتقدر تحكي أبطأ شوي، لو سمحت؟,Levantine
8844,corpus-6-test-corpus-26-test,FES,بشحال الفطر الطازج؟,Maghrebi
15112,corpus-6-train,CAI,احنا المفروض نتواصل مع مكتب اللي في لوبي الفندق. هما هايحجزوا.,Egyptian
14763,corpus-6-test-corpus-26-train,JER,عمرو تلاتين سنة.,Levantine
14483,corpus-6-test-corpus-26-train,ASW,لو سمحت، حطه في شنطة غسيل وسيبه هناك.,Egyptian
6866,corpus-6-test-corpus-26-dev,ASW,ده بيجي مع بار السلطة وممكن تختار بطاطس مخبوزة أو فرنسية مقلية.,Egyptian
4635,corpus-6-test-corpus-26-train,JED,جمب غرفة الامانات.,Gulf
12254,corpus-6-test-corpus-26-train,RIY,تعرف كيف تستخدم التيليفون؟,Gulf
19103,corpus-6-test-corpus-26-train,ALX,أنا أسف دلوقتى تقدر تطلب بس من منيو بالليل.,Egyptian
6923,corpus-6-test-corpus-26-test,ALG,تقدر تسلفلي حبل تع الجر، من فضلك؟,Maghrebi
238,corpus-6-test-corpus-26-train,MOS,حصلت على مساعدة، اشكرك.,Iraqi
11600,corpus-6-test-corpus-26-train,RIY,هل الماء هنا صالح للشرب؟,Gulf
14854,corpus-6-test-corpus-26-dev,DAM,وأنا كمان.,Levantine
12420,corpus-6-test-corpus-26-train,MOS,جاي الاعشاب هذا يساعد على تجديد الجسم.,Iraqi
9420,corpus-6-train,CAI,خلينا نفترض اني سقت المرسيدس عشرتلاف ميل كمان و حاولت ابعيهالك تاني . حتديني كام دولار؟,Egyptian
11282,corpus-6-test-corpus-26-train,ALX,ممكن يكون جاهز على خمسة بعد الضهر بكرة؟,Egyptian
15791,corpus-6-test-corpus-26-train,AMM,أنا جاهز عشان أطلب.,Levantine
9008,corpus-6-train,CAI,تحب تخرج تاكل معايا؟,Egyptian
13347,corpus-6-test-corpus-26-train,ASW,طيب، إنت بس تخيل شغله هياخد قد ايه لو هو سأل سؤال زيادة لكل واحد. خلص، ياللا بينا بسرعة ناخد شنطنا. إحنا هنروح لتخليص الجمارك بعدين.,Egyptian
17803,corpus-6-test-corpus-26-train,BAG,ممكن اخذ بعد جاي، رجاءً؟,Iraqi
12573,corpus-6-train,DOH,كل واحد ثلاثة دولار.,Gulf
16259,corpus-6-test-corpus-26-train,DAM,السحاب منزوع. عندك منه كمان؟,Levantine
16371,corpus-6-test-corpus-26-train,BAG,شكد تتأخر علما تفتح؟,Iraqi
14763,corpus-6-test-corpus-26-train,ALE,عمرو تلاتين سنة.,Levantine
12776,corpus-6-test-corpus-26-test,RIY,كم مشروب يتضمن هذا السعر؟,Gulf
2528,corpus-6-test-corpus-26-train,JED,فيه أي بنك قريب من المحطة؟,Gulf
14232,corpus-6-test-corpus-26-train,BEI,رح جيب واحد هلأ.,Levantine
3986,corpus-6-train,CAI,لا مؤاخذة . ممكن تفكلي الدولار ده؟ عايز أعمل مكالمة و معيش فكة .,Egyptian
3644,corpus-6-test-corpus-26-train,SAL,غسيلي ما رجع لسه .,Levantine
19444,corpus-6-test-corpus-26-dev,ALX,أنهى هيكون أسرع، تاكسى ولا عربية إسعاف؟,Egyptian
15607,corpus-6-test-corpus-26-test,ALG,اعطيني سجائر.,Maghrebi
14304,corpus-6-test-corpus-26-train,ALE,وممكن آخد اسمك إذا سمحت؟,Levantine
15674,corpus-6-test-corpus-26-train,ALG,وسام الاستحقاق الثقافي اعطاوه للفنانين و الجامعيين المميزين بهاذ المناسبة.,Maghrebi
2505,corpus-6-test-corpus-26-train,JED,الباص هناك.,Gulf
13159,corpus-6-test-corpus-26-train,BAG,شيك سياحي وين ياباني، ماشي؟,Iraqi
15791,corpus-6-test-corpus-26-train,ALX,أنا جاهز إنى أطلب.,Egyptian
11626,corpus-6-test-corpus-26-train,BAG,ممكن تبدل هذا الفستان بحجم اكبر بدرجة؟,Iraqi
3073,corpus-6-test-corpus-26-train,DOH,بس دقيقة، لو سمحت.,Gulf
18531,corpus-6-test-corpus-26-train,RIY,كيف يتقارن هذا امنتج الجديد بالمنتج الحال؟,Gulf
3685,corpus-6-test-corpus-26-train,ASW,ممكن تحط العدسات الطبية في نضارات الشمس دي؟,Egyptian
1980,corpus-6-test-corpus-26-test,JED,لداك المكان لو سمحت.,Gulf
12420,corpus-6-test-corpus-26-train,SAL,شاي الاعشاب هاد بيعمل تجديد للجسم .,Levantine
1620,corpus-6-test-corpus-26-train,BAG,للأحتياط، انطيني رقم الشخص المسؤول.,Iraqi
14933,corpus-6-test-corpus-26-train,JED,اذا اشتريت دا كمان، حيخليه بدون ضريبة.,Gulf
10318,corpus-6-test-corpus-26-dev,ASW,انا عندي اختين.,Egyptian
3522,corpus-6-test-corpus-26-train,AMM,لازم علي أدفع حق البنزين؟,Levantine
6481,corpus-6-test-corpus-26-train,MOS,رقم عشغه.,Iraqi
13306,corpus-6-test-corpus-26-train,DAM,كتير نبسطت بمعرفتك.,Levantine
18155,corpus-6-test-corpus-26-train,JER,بتقدر تضيق هدا البنطلون؟,Levantine
6205,corpus-6-test-corpus-26-train,BAG,وين لوحات مونه؟,Iraqi
12035,corpus-6-test-corpus-26-train,RAB,كان من دواعي سروري نزور المقر ديالك ونتناقش معاك. شكرا بزاف على حسن تعاونك.,Maghrebi
19651,corpus-6-test-corpus-26-test,ALX,مفيش حاجة صعبة ولا غامضة.,Egyptian
2990,corpus-6-test-corpus-26-train,ASW,من فين أقدر اشتري فيلم كاميرا؟,Egyptian
7412,corpus-6-test-corpus-26-train,ASW,التلج بيخلي الطريق بيزحلق.,Egyptian
16643,corpus-6-test-corpus-26-train,BAS,للمفرد، رجاءا.,Iraqi
18919,corpus-6-test-corpus-26-train,MOS,اعغفتو بالضبط اش تغيد. ممكن اقترح هذا؟,Iraqi
18687,corpus-6-test-corpus-26-train,ASW,ممكن تديني دوا برد.,Egyptian
12741,corpus-6-train,RAB,شكرا ليك حيت اجلستي معانا، أسيدي.,Maghrebi
15539,corpus-6-test-corpus-26-train,ALG,ايه، عندي تذكرتين جيون ودوجرز.,Maghrebi
7671,corpus-6-test-corpus-26-train,AMM,خدني على شارع آبي، لو سمحت.,Levantine
18382,corpus-6-test-corpus-26-train,ALX,عاوز أعيد تأكيد رحلتى.,Egyptian
1950,corpus-6-test-corpus-26-dev,RAB,ممكن تخلي عندك الأمتعة ديالي حتال التلاتة ديال العشية؟,Maghrebi
11600,corpus-6-test-corpus-26-train,JED,الموية هنا امنة اني اشربها؟,Gulf
2094,corpus-6-train,CAI,ده علشان الشغل؟,Egyptian
4742,corpus-6-test-corpus-26-dev,AMM,بدي لمبة.,Levantine
18003,corpus-6-test-corpus-26-train,AMM,بدي جاج مشوي.,Levantine
2381,corpus-6-test-corpus-26-train,ALX,من فضلك عاوز كوباية نبيت أحمر.,Egyptian
9571,corpus-6-train,RAB,يمكن لي نحصل على براد د أتاي؟,Maghrebi
19306,corpus-6-test-corpus-26-train,BAS,ائتمان، رجاءا.,Iraqi
2205,corpus-6-test-corpus-26-train,ALG,شوية غالي، ولا واش رايك؟,Maghrebi
10882,corpus-6-test-corpus-26-train,JED,أيش الكريديت كارد اللي تقبلها؟,Gulf
7366,corpus-6-train,DOH,كم رسوم الخدمة؟,Gulf
11417,corpus-6-train,RAB,عندك تقرير البوليس، ياك؟ اشناهوما أرقام التحقق ديالك؟,Maghrebi
4644,corpus-6-test-corpus-26-test,AMM,في رحلة بعد الظهر؟,Levantine
17381,corpus-6-test-corpus-26-dev,DAM,رح نشارك.,Levantine
13854,corpus-6-test-corpus-26-train,MOS,هو انصاب ببغد.,Iraqi
902,corpus-6-test-corpus-26-train,SAL,ابصر لشو هاد السعر الي على الفاتورة .,Levantine
3961,corpus-6-test-corpus-26-train,MOS,هل اكو مطعم تايلندي قغيب؟,Iraqi
15973,corpus-6-train,DOH,ابغي اشوف المنطقة المالية.,Gulf
15575,corpus-6-test-corpus-26-train,ASW,إنت تنصحنى بايس كريم ايه؟,Egyptian
19268,corpus-6-train,RAB,بغيت شي سروال.,Maghrebi
612,corpus-6-test-corpus-26-train,JER,طيب، حابين نجرب نبيد أبيض.,Levantine
8095,corpus-6-test-corpus-26-train,FES,فين هيا الضواحي؟,Maghrebi
15220,corpus-6-train,RAB,نعم، خود.,Maghrebi
9925,corpus-6-train,RAB,واش يمكن ليك دوز على الخط شي واحد كايهضر باليابانية؟,Maghrebi
5263,corpus-6-test-corpus-26-train,JER,فنجان قهوة، لو سمحت.,Levantine
1193,corpus-6-test-corpus-26-test,MOS,اكو فرقه لايف او دي جي؟,Iraqi
12150,corpus-6-test-corpus-26-train,FES,بغيت شي مكالمة تفياق في الثامنة والثلاثين غدا فصباح، عافاك.,Maghrebi
13027,corpus-6-test-corpus-26-train,BAS,راح نطفر منا؟,Iraqi
9726,corpus-6-train,RAB,واش هاد البلاصة دالخدمة الذاتية؟,Maghrebi
15673,corpus-6-test-corpus-26-train,BAG,بهذا الحجم، رجاءً.,Iraqi
17399,corpus-6-test-corpus-26-train,RIY,هذا يبدو مشوق. كم يكلف؟,Gulf
4093,corpus-6-train,DOH,لا تزعجني.,Gulf
16259,corpus-6-test-corpus-26-train,ALG,السنسلة تكسرت. اذا عندكم واحدوخرين من نفس النوع؟,Maghrebi
2353,corpus-6-test-corpus-26-dev,JED,نسيت شرابنا؟,Gulf
13966,corpus-6-test-corpus-26-train,RAB,فين أقرب مطعم لهاد الأوطيل؟,Maghrebi
16371,corpus-6-test-corpus-26-train,ALX,بيفتح لحد إمتى؟,Egyptian
2094,corpus-6-train,RAB,واش هادا للخدمة؟,Maghrebi
1903,corpus-6-test-corpus-26-train,BAG,راح انطيك وصفة طبية. اخذها للصيدلية.,Iraqi
16127,corpus-6-test-corpus-26-train,MOS,تمام. رجاءا اصعد.,Iraqi
8516,corpus-6-test-corpus-26-train,JED,دأيم يتسوق في شارع بوند.,Gulf
1619,corpus-6-test-corpus-26-train,FES,بالتاكيد. خليني نشوفو. كنتي تجرحتي بسبب المرجان، كنعتقد.,Maghrebi
7171,corpus-6-dev,CAI,ممكن تخليه بتلاتين جنيه؟,Egyptian
3705,corpus-6-test-corpus-26-train,RIY,كلاب جميلة. ياله من نسل؟,Gulf
15674,corpus-6-test-corpus-26-train,JED,اليوم، الأدباء والباحثين يلقو كتير من الثناء من المجتمع.,Gulf
19675,corpus-6-test-corpus-26-train,MOS,هلو. من الجميل ان التقي معاك.,Iraqi
12420,corpus-6-test-corpus-26-train,AMM,شاي الأعشاب هاد برجع الشباب للجسم.,Levantine
9198,corpus-6-train,DOH,نفتح الساعة عشر ونسكر الساعة ست.,Gulf
14777,corpus-6-test-corpus-26-test,DOH,اوكي. ممكن تكتب العنوان بعد مرة على هالظرف؟,Gulf
8823,corpus-6-test-corpus-26-dev,ALG,اهبط هنا و انتقل إلى الحافلة رقم ستة.,Maghrebi
14094,corpus-6-test-corpus-26-train,MUS,كم يكلف تذكرة ذهابا وإيابا إلى أكسفورد؟,Gulf
12761,corpus-6-test-corpus-26-train,ASW,أشحن ده بالجو لليابان، لو سمحت.,Egyptian
1844,corpus-6-dev,DOH,عندك صداع؟,Gulf
1375,corpus-6-test-corpus-26-train,CAI,تذكرتين درجة تانيه، من فضلك .,Egyptian
280,corpus-6-test-corpus-26-train,MOS,اغيد تمديد اربع وعشين، رجاءا.,Iraqi
17803,corpus-6-test-corpus-26-train,FES,ممكن نزيد شوية ديال أتاي، عافاك؟,Maghrebi
13828,corpus-6-test-corpus-26-dev,CAI,دي مكونات طبيعية؟,Egyptian
13306,corpus-6-test-corpus-26-train,FES,مسرور حيت تلاقيتك.,Maghrebi
11240,corpus-6-test-corpus-26-train,FES,واش عندك شال ديال الحرير بغيت هدية للزوجة ديالي.,Maghrebi
16271,corpus-6-test-corpus-26-train,FES,هادا نوع من الوسخ.,Maghrebi
18919,corpus-6-test-corpus-26-train,DAM,عندي طلبك. ممكن اقترح هاد؟,Levantine
13440,corpus-6-test-corpus-26-train,ASW,دي بوابة سبعة.,Egyptian
5540,corpus-6-test-corpus-26-train,ASW,معلش، مش قادر اتابعك. ممكن تتكلم بالراحة شوية، لو سمحت؟,Egyptian
13322,corpus-6-test-corpus-26-train,ASW,ده مقطوع.,Egyptian
17272,corpus-6-test-corpus-26-train,ASW,أقدر اعمل تشيك إن في الخطوط الجوية اليابانية فين؟,Egyptian
10997,corpus-6-test-corpus-26-train,JED,أبا الف من عند برج لندن.,Gulf
16955,corpus-6-test-corpus-26-dev,ALG,على بعد تقاطع في الشارع.,Maghrebi
13134,corpus-6-test-corpus-26-train,ASW,خلي بالك علشان الجو متغير على الجبال.,Egyptian
10318,corpus-6-test-corpus-26-dev,MOS,عندي اختين.,Iraqi
17526,corpus-6-test-corpus-26-train,BAG,لا، اتصور نسوا يجيبولنا واحد.,Iraqi
13322,corpus-6-test-corpus-26-train,ALG,تقطع.,Maghrebi
3705,corpus-6-test-corpus-26-train,SAL,ما احلى الكلاب . شو نوعهم؟,Levantine
9150,corpus-6-test-corpus-26-train,JED,ممكن تهتم فيها من تسعة الصباح لتلاتة تقريبا؟,Gulf
4744,corpus-6-test-corpus-26-train,BAG,تلكاها بنهاية الممر.,Iraqi
16793,corpus-6-test-corpus-26-train,RIY,تذكرة استبدال، لو سمحت.,Gulf
7814,corpus-6-test-corpus-26-train,ALX,انا عاوز دة متعبى.,Egyptian
18687,corpus-6-test-corpus-26-train,JED,لو سمحت اعطيني دواء زكام.,Gulf
16292,corpus-6-test-corpus-26-test,ASW,ممكن توديني كانتيربيري وترجعني تاني؟,Egyptian
4364,corpus-6-test-corpus-26-test,MUS,يجب أن تكون لدينا رحلة المشي لمسافات طويلة لكثير من المرح.,Gulf
1213,corpus-6-test-corpus-26-train,ASW,كنت عاوز دونات، لو سمحت.,Egyptian
7663,corpus-6-test-corpus-26-train,BAS,اريد بلوز لولد بعمر عشر سنوات.,Iraqi
5250,corpus-6-test-corpus-26-train,MUS,انزين. فهمت. بايي إلى مكانك.,Gulf
18441,corpus-6-test-corpus-26-train,RIY,اقدر اخذ صحونك؟,Gulf
15564,corpus-6-test-corpus-26-train,ALE,مزودجة مع حمام، إذا سمحت.,Levantine
2381,corpus-6-test-corpus-26-train,DAM,بدي كاسة نبيت أحمر.,Levantine
7104,corpus-6-test-corpus-26-dev,MUS,معك مشغل المكالمات الخارجي.,Gulf
8095,corpus-6-test-corpus-26-train,ASW,فين المنطقة دي؟,Egyptian
17163,corpus-6-test-corpus-26-train,FES,بغيت الشعر ديالي طويل شوية من اللور.,Maghrebi
10191,corpus-6-test-corpus-26-dev,JER,عفواً. وين المحطة القريبة من هون؟,Levantine
2474,corpus-6-train,RAB,شناهو الكيمونو الرسمي؟,Maghrebi
4185,corpus-6-test-corpus-26-train,BAS,شكد البعد منا؟,Iraqi
19666,corpus-6-test-corpus-26-train,RAB,كانضن إييه.,Maghrebi
16799,corpus-6-test-corpus-26-train,MUS,أريد كيس كيلي الحمراء في نفس الشكل نفس هذا.,Gulf
13347,corpus-6-test-corpus-26-train,DAM,طيب، تخيل أديش كان هالشغل حياخد وقت لو سأل سؤال تاني لكل شخص. يلا، خلينا نستعجل ونجيب شناتينا. لازم انروح عالتصريح الجمركي بعدين.,Levantine
12776,corpus-6-test-corpus-26-test,JER,كم مشروب داخل في الحساب؟,Levantine
11600,corpus-6-test-corpus-26-train,MUS,هل الماء اهني آمن للشرب؟,Gulf
168,corpus-6-train,RAB,ف إينا نهارات كا تكون؟,Maghrebi
2920,corpus-6-train,RAB,فين يمكن ليا ندير الشراء ديالي؟,Maghrebi
11450,corpus-6-test-corpus-26-train,SAL,بدي منك تقيمه .,Levantine
9372,corpus-6-test-corpus-26-train,FES,حتا لفوقاش غيبقى مفتوح؟,Maghrebi
16344,corpus-6-test-corpus-26-dev,BAS,اريد اممد وجودي هنا بعد يومين .,Iraqi
18343,corpus-6-train,CAI,أنا مهتم بجولة منهاتن.,Egyptian
16976,corpus-6-test-corpus-26-train,AMM,بدي تطولي كمام جاكيت الرياضة هاد.,Levantine
5411,corpus-6-test-corpus-26-train,RIY,أتمنى انك غير مرهق.,Gulf
2205,corpus-6-test-corpus-26-train,RIY,هذا غالي شوي، ما تعتقد؟,Gulf
3041,corpus-6-test-corpus-26-test,ALE,رقم مقعدك تنين وتلاتين إيه. بعدين، روح ساوي لنهاية هالممر. هو المقعد يلي عالشباك.,Levantine
8456,corpus-6-test-corpus-26-train,MOS,جواز سفري وبطاقه ائتماني بجنطتي.,Iraqi
16541,corpus-6-train,BEI,فيك تئترح مطعم منيح؟,Levantine
248,corpus-6-train,BEI,كادر عويناتي مكسور.,Levantine
5549,corpus-6-test-corpus-26-dev,BAS,شنو اكدر اراويك؟,Iraqi
13134,corpus-6-test-corpus-26-train,FES,اعتني بنفسك حيت الجو كيتبدل بزاف على الجبال.,Maghrebi
10882,corpus-6-test-corpus-26-train,SAL,شو نوع بطاقة الائتمان اللي بتقبلها؟,Levantine
13828,corpus-6-test-corpus-26-dev,BEI,كل هالمكونات طبيعية؟,Levantine
17803,corpus-6-test-corpus-26-train,JED,ممكن شاهي زيادة، لو سمحت؟,Gulf
9516,corpus-6-test-corpus-26-train,RIY,برجع لليابان الاثنين القادم.,Gulf
9710,corpus-6-test-corpus-26-test,RIY,انا محبوس برا غرفتي.,Gulf
13657,corpus-6-test-corpus-26-train,BAG,اني مو هلكد بالألماني.,Iraqi
8823,corpus-6-test-corpus-26-dev,ALE,نزيل هون، وحول عالباص رقم ستة.,Levantine
1386,corpus-6-train,CAI,ده مبهرج قوي .,Egyptian
19085,corpus-6-test-corpus-26-train,ASW,إنت هتشرح إزاي ده بيتعمل؟,Egyptian
17597,corpus-6-train,BEI,روح بهالشارع عتاني ممر مشاة.,Levantine
11282,corpus-6-test-corpus-26-train,SAL,بتقدر تجهزو على الخمسة المسا بكرا؟,Levantine
3392,corpus-6-test-corpus-26-train,ALX,يكلف كام لنص يوم؟,Egyptian
12963,corpus-6-train,BEI,بعات هالبرئية إزا بتريد.,Levantine
14175,corpus-6-test-corpus-26-train,FES,ماشي من الأداب تسول الناس بشحال خدامة.,Maghrebi
16653,corpus-6-test-corpus-26-dev,SAL,من وين بقدر اشتري طاولة لبس؟,Levantine
12240,corpus-6-test-corpus-26-train,RIY,تقدر تساعدني بإيجاد عشان القى حديقة الحيوانات؟,Gulf
2983,corpus-6-test-corpus-26-test,FES,الميزانية ديالنا كتوصل لخمسين دولارا تقريبا في المجموع لثلاثة ديال الناس.,Maghrebi
15452,corpus-6-test-corpus-26-train,RAB,فالحقيقة، بغيت حتى هاد الطرد يكون مأمن.,Maghrebi
12573,corpus-6-train,BEI,الواحد بتلاتة دولار.,Levantine
15464,corpus-6-test-corpus-26-test,MUS,وتقع مخارج الطوارئ جدام وفي النص والخلف من هالطائرة.,Gulf
6481,corpus-6-test-corpus-26-train,BAG,عشرة دعش.,Iraqi
631,corpus-6-test-corpus-26-train,JED,اي واحد يسال عني، قلهم حكون في المقهى.,Gulf
1844,corpus-6-dev,RAB,واش كا يضرك راسك؟,Maghrebi
19346,corpus-6-test-corpus-26-train,AMM,بمشي الحال إذا تركت شنطي معك لعند الساعة وحدة؟,Levantine
1134,corpus-6-train,RAB,عافاك ديني لتما.,Maghrebi
17030,corpus-6-test-corpus-26-dev,DAM,توقفت القطارات بسبب الإضراب.,Levantine
471,corpus-6-test-corpus-26-dev,JER,هدا الكرت، منيح؟,Levantine
6694,corpus-6-dev,RAB,كايبدا معا التسعود.,Maghrebi
19318,corpus-6-test-corpus-26-train,BAS,ع الساحل الشرقي، تكدر همه تلكى اماكن مشهورة، مثل نيويورك، واشنطن دي سي وبوستن.,Iraqi
4364,corpus-6-test-corpus-26-test,BAS,رحلتنا مال التسلق راح تكون ممتعة كلش.,Iraqi
4510,corpus-6-test-corpus-26-train,BEI,شو بتحب مع طبقك الرئيسي؟,Levantine
6743,corpus-6-train,DOH,آسف، بس احنا ما نوفر هذي. تقدر تشتريه من الصيدلية في الطابق الأول.,Gulf
18003,corpus-6-test-corpus-26-train,ALE,بدي فروج مشوي.,Levantine
2990,corpus-6-test-corpus-26-train,BAS,منين اكدر اشتري فلم كاميرا؟,Iraqi
13412,corpus-6-train,BEI,روعة.,Levantine
17947,corpus-6-test-corpus-26-test,JED,الليموزين حيقوف في البوابة الشمالية اول.,Gulf
5263,corpus-6-test-corpus-26-train,ASW,فنجان قهوة، لو سمحت.,Egyptian
7834,corpus-6-test-corpus-26-train,JER,الحكومة دعمت الترويج للصناعات.,Levantine
15073,corpus-6-test-corpus-26-test,RIY,بكم الأجرة؟ تقدر تكتب الأجرة على ورقة؟,Gulf
6285,corpus-6-test-corpus-26-train,JED,الفندق دا عنده رسوم على الفطور؟,Gulf
11240,corpus-6-test-corpus-26-train,JER,في عندك شالات حرير؟ عم بدور على هدية لمرتي.,Levantine
9384,corpus-6-test-corpus-26-train,MOS,هو خارج هسا.,Iraqi
18338,corpus-6-test-corpus-26-dev,JED,دقعت عربون خمسين دولار لما دخلت.,Gulf
3040,corpus-6-test-corpus-26-train,MOS,ايو اهم بالنسبه اللكم يا يابانيين، يوم غاس السني لو يوم الكرسمي؟,Iraqi
16400,corpus-6-train,DOH,سمعت تقريباً عشرين دولار.,Gulf
14595,corpus-6-train,CAI,ومعظم الشوارع مالهاش أسامي أو علامات. فصعب جدا توصل لمكان بعنوانه بس.,Egyptian
12878,corpus-6-test-corpus-26-train,BAS,راح تكتب عنوانك هنا؟,Iraqi
11240,corpus-6-test-corpus-26-train,AMM,عندك شالات حرير؟ عم بدور على هدية لمرتي.,Levantine
13027,corpus-6-test-corpus-26-train,ALE,رح ننط من هون؟,Levantine
5549,corpus-6-test-corpus-26-dev,ALG,واش نقدر نوريلك؟,Maghrebi
7693,corpus-6-test-corpus-26-train,MOS,انا متأكد انو عندي حجز.,Iraqi
3858,corpus-6-test-corpus-26-dev,BAG,اريد خريطة لسان فرانسيسكو والمناطق المجاوره.,Iraqi
19306,corpus-6-test-corpus-26-train,BAG,كردت، رجائا.,Iraqi
7811,corpus-6-test-corpus-26-train,MOS,هاجموني بشاطئ وايمانالو. رجاءا تعال هسه.,Iraqi
10684,corpus-6-train,BEI,اوك، فهمنا، فا عجل و روح.,Levantine
503,corpus-6-test-corpus-26-train,FES,هاد الأذواق غريبة.,Maghrebi
11190,corpus-6-test-corpus-26-train,MOS,التعداد السكاني لليابان حوالي ميي وعشين مليون.,Iraqi
