sentID.BTEC,split,lang,sent,label
3392,corpus-6-test-corpus-26-train,MUS,كم يكلف لنص يوم؟,Gulf
19251,corpus-6-test-corpus-26-train,ALE,حسب شقد دافي المحل، بس باليابان المركزية، بأوائل نيسان.,Levantine
471,corpus-6-test-corpus-26-dev,MOS,هذا الكارت، ماشي؟,Iraqi
5138,corpus-6-test-corpus-26-train,ALG,راني نحاول نتصل للخارج. قدرت أنت تتصل للخارج من قبل؟,Maghrebi
7693,corpus-6-test-corpus-26-train,BAG,اني متأكد عندي حجز.,Iraqi
17163,corpus-6-test-corpus-26-train,FES,بغيت الشعر ديالي طويل شوية من اللور.,Maghrebi
16839,corpus-6-test-corpus-26-train,RIY,بكم رسوم البريد لارسال هذي الرسالة الى اليابان؟,Gulf
8234,corpus-6-test-corpus-26-train,ALE,إينا باص بروح ع ميامي؟,Levantine
3207,corpus-6-test-corpus-26-train,ALG,ايه، دوك نبعتوهلك الى لاس فيقاس.,Maghrebi
6625,corpus-6-test-corpus-26-train,FES,جرحي كيضر.,Maghrebi
1312,corpus-6-test-corpus-26-train,BEI,فيك تقلي عن كم أوتيل نضيف و رخيص؟,Levantine
641,corpus-6-test-corpus-26-test,BAS,اكدر احصل الاسم والرقم للطرف الي راح تخابره؟,Iraqi
16541,corpus-6-train,CAI,ممكن تقترح مطعم كويس؟,Egyptian
14933,corpus-6-test-corpus-26-train,SAL,اذا اشتريت هاد كمان، رح يكون المجموع معفي من الجمارك .,Levantine
8966,corpus-6-test-corpus-26-dev,MUS,اوكي، هذا واضح جدا. انتوا الاثنين اعطوني رخصكم وتسجيلاتكم. ويا ولدي، اسف لازم نسوي لك اختبار تنفس لقياس نسبة الكحول.,Gulf
12396,corpus-6-test-corpus-26-train,AMM,على أي ساعة راح نوصل على لوس أنجيلوس؟,Levantine
15473,corpus-6-train,CAI,ممكن تلفهم مع بعض؟,Egyptian
553,corpus-6-test-corpus-26-train,FES,محتاج لشي تقاشر.,Maghrebi
3644,corpus-6-test-corpus-26-train,SAL,غسيلي ما رجع لسه .,Levantine
16961,corpus-6-train,RAB,أوه، راه بعيد، سيدي. الطاكسي غادي يتقام غالي. بالحق إلا ولفتي تاخد الميترو تقدر تمشي فينما بغيتي.,Maghrebi
14502,corpus-6-test-corpus-26-train,FES,السرجم مزيان.,Maghrebi
16837,corpus-6-test-corpus-26-train,ALX,معدتى بتوجعنى.,Egyptian
10869,corpus-6-test-corpus-26-train,FES,لأي حاجة كيصلاح؟,Maghrebi
8164,corpus-6-test-corpus-26-train,BAS,انا اشتريت هاي قبل شوي، بس تكدر تبدل هاي بذيج؟,Iraqi
8143,corpus-6-test-corpus-26-train,ALX,أكتر بكام؟,Egyptian
902,corpus-6-test-corpus-26-train,ALG,راني حاب نعرف تاع واش هاذ التكاليف.,Maghrebi
12012,corpus-6-test-corpus-26-train,ALG,كوكتال جمبري ليها، و نفس الشيء ليا.,Maghrebi
12805,corpus-6-test-corpus-26-dev,BAG,هل تم اعلان الصعود تم؟,Iraqi
3220,corpus-6-test-corpus-26-train,SAL,بتحب اي اشي للشرب من البار؟,Levantine
12054,corpus-6-test-corpus-26-train,JER,شخيرك مزعج.,Levantine
8027,corpus-6-train,DOH,وين كرسي ستين إي؟,Gulf
1620,corpus-6-test-corpus-26-train,BAG,للأحتياط، انطيني رقم الشخص المسؤول.,Iraqi
18338,corpus-6-test-corpus-26-dev,MUS,أنا بالفعل دفع عربون من خمسين دولارلما سجلت دخول .,Gulf
4377,corpus-6-test-corpus-26-train,ALX,الجنب الشمال من الدور دة، قريب من السلم الكهربا.,Egyptian
19251,corpus-6-test-corpus-26-train,ASW,ده بيعتمد على قد ايه المكان دافي هناك، لكن في نص اليابان، من أول ابريل.,Egyptian
7123,corpus-6-test-corpus-26-train,ASW,إنت شايف المبنى الابيض، صح؟ ده قدام المبنى ده.,Egyptian
16292,corpus-6-test-corpus-26-test,BAS,راح تاخذني لكانتربيري وترجعني؟,Iraqi
9730,corpus-6-test-corpus-26-train,BAS,شكد صارلك بباريس؟,Iraqi
12750,corpus-6-test-corpus-26-dev,DOH,في شي غلط في هالبطاقة. ممكن تعطيني وحدة ثانية، لو سمحت؟,Gulf
2353,corpus-6-test-corpus-26-dev,ASW,هوإنت نسيت المشاريب بتاعتنا؟,Egyptian
14952,corpus-6-test-corpus-26-train,SAL,بقدر اشوف شهادة التطعيم، لو سمحت؟,Levantine
15899,corpus-6-test-corpus-26-train,BAG,هوايه عوائل عدها دخل متعدد.,Iraqi
12878,corpus-6-test-corpus-26-train,DAM,ممكن تكتب عنوان الاتصال تبعك هون؟,Levantine
15604,corpus-6-test-corpus-26-train,BAG,شريحتين وسبرايت.,Iraqi
5228,corpus-6-dev,CAI,حأخد من يومين ل تلات تيام.,Egyptian
19346,corpus-6-test-corpus-26-train,ASW,مفيش مشكلة لو سبت الشنط بتاعتي عندك لغاية الساعة وحدة؟,Egyptian
9789,corpus-6-train,DOH,اذا ما وصلت شناطي بكرة، بروح فندق ثاني في يومين.,Gulf
5549,corpus-6-test-corpus-26-dev,BAS,شنو اكدر اراويك؟,Iraqi
19306,corpus-6-test-corpus-26-train,ALG,ببطاقة إئتمان، من فضلك.,Maghrebi
6205,corpus-6-test-corpus-26-train,BAG,وين لوحات مونه؟,Iraqi
1619,corpus-6-test-corpus-26-train,JER,أكيد. خليني أشوفه. أنت قرصك مرجان. أتوقع.,Levantine
17163,corpus-6-test-corpus-26-train,JER,بدي شعري يكون شوي أطول من ورا.,Levantine
11451,corpus-6-train,CAI,اكيد، ما تقلقش . انا أخد بالي من كل حاجة .,Egyptian
631,corpus-6-test-corpus-26-train,JED,اي واحد يسال عني، قلهم حكون في المقهى.,Gulf
5967,corpus-6-train,CAI,ممكن شنطة ببواقي الاكل، اذا سمحت .,Egyptian
14960,corpus-6-test-corpus-26-train,AMM,بتسافر كتير؟,Levantine
19649,corpus-6-test-corpus-26-train,MOS,اسف التواليت ما يشتغل. احتاج مساعده.,Iraqi
15150,corpus-6-train,DOH,أي لون تحسه أحسن علي، المناكير الغامقة او الفاتحة؟,Gulf
12850,corpus-6-train,CAI,لو سمحت. حاجة تانية بس. انا افضل تربيزة جنب الشباك.,Egyptian
6660,corpus-6-test-corpus-26-dev,MUS,اعبر الجسر هناك، وسوف تجد المكتبة على الجانب الأيسر.,Gulf
12254,corpus-6-test-corpus-26-train,BAS,تعرف شلون تستخدم التلفون؟,Iraqi
15575,corpus-6-test-corpus-26-train,RIY,أي ايسكريم تنصح به؟,Gulf
15564,corpus-6-test-corpus-26-train,DAM,غرفة لشخصين مع حمام، لو سمحت.,Levantine
19675,corpus-6-test-corpus-26-train,ALE,مرحبا. انبسطت بلقاءك.,Levantine
5262,corpus-6-test-corpus-26-train,JED,ممكن تجي بسرعة، لو سمحت؟,Gulf
3207,corpus-6-test-corpus-26-train,ALX,أوكى، أنا هبعته لاس فيجاس علشانك.,Egyptian
15731,corpus-6-train,RAB,واش عندك شي رحلات للبانثيون؟,Maghrebi
19760,corpus-6-test-corpus-26-train,BAS,انا انولدت بواحد ابريل بالالف وتسعميه وخمسة وخمسين.,Iraqi
9274,corpus-6-train,BEI,رح البس هيدا، فا إذا بتريد لفلي هيدا .,Levantine
5779,corpus-6-test-corpus-26-train,ALG,رانا نسجل خروج.,Maghrebi
12776,corpus-6-test-corpus-26-test,BAG,جم مشروب ضمن هذا السعر؟,Iraqi
1950,corpus-6-test-corpus-26-dev,BEI,فيك تحملي شنطاتي للساعة تلاتة؟,Levantine
18830,corpus-6-test-corpus-26-train,ALG,حبة دواء لنزلات البرد.,Maghrebi
19968,corpus-6-train,BEI,بقدر آخد حيالله مأعدين لليلة؟,Levantine
15666,corpus-6-test-corpus-26-train,ALG,وليدي راهو يبان مهلوك بالحمى.,Maghrebi
8291,corpus-6-test-corpus-26-dev,BAS,اتسائل اذا اكو ميز فارغ يم الشباج للسبعة الليلة.,Iraqi
5663,corpus-6-train,CAI,ديه تنفع لمده ارعتاشر يوم، تقدر تستعملها لحد يوم تلاته و عشرين .,Egyptian
4364,corpus-6-test-corpus-26-test,BAS,رحلتنا مال التسلق راح تكون ممتعة كلش.,Iraqi
5848,corpus-6-test-corpus-26-train,AMM,هاد الموديل راح يكون متوفر بمقاسات تمنية وعشرين، واحد وتلاتين وخمسة وتلاتين سانتي.,Levantine
16723,corpus-6-test-corpus-26-train,SAL,بقدر اخذ طابع خمس و تسعين سنت؟,Levantine
13755,corpus-6-test-corpus-26-dev,ALX,أوه، فى حاجات كتير لازم تشوفها فى قرية غرينيتش.,Egyptian
12396,corpus-6-test-corpus-26-train,RAB,وقتاش غادي نوصلو نلوس أنجلوس؟,Maghrebi
10882,corpus-6-test-corpus-26-train,SAL,شو نوع بطاقة الائتمان اللي بتقبلها؟,Levantine
19153,corpus-6-train,BEI,لازم تعبي طلب تأمين بمكتب التأمين باليابان.,Levantine
1100,corpus-6-test-corpus-26-train,ASW,أنا عايز بامبرز اللي بيستخدم لمرة واحدة .,Egyptian
7099,corpus-6-test-corpus-26-dev,MOS,غاح اخذ نقانق وكولا.,Iraqi
16509,corpus-6-train,BEI,أنينة بيرة، إزا بتريد.,Levantine
14059,corpus-6-test-corpus-26-test,MUS,عندنا الروبيان نوبورغ والساق المشوي من الضأن.,Gulf
15095,corpus-6-test-corpus-26-train,SAL,لا تلمسني .,Levantine
17272,corpus-6-test-corpus-26-train,ASW,أقدر اعمل تشيك إن في الخطوط الجوية اليابانية فين؟,Egyptian
7925,corpus-6-test-corpus-26-train,BAG,اريد شامبو.,Iraqi
10753,corpus-6-test-corpus-26-test,BAS,اكدر ارجع كرسيي، رجاءا؟,Iraqi
16409,corpus-6-test-corpus-26-dev,ALG,أنا مفتوح الأربعاء صباحا ولا الجمعة بعد منتصف النهار.,Maghrebi
12878,corpus-6-test-corpus-26-train,ALE,بتكتب عنوان الاتصال تبعك هون؟,Levantine
12945,corpus-6-test-corpus-26-train,ALG,لازم تكون فالبيت على الثالثة بعد الزوال تقريبا.,Maghrebi
9372,corpus-6-test-corpus-26-train,FES,حتا لفوقاش غيبقى مفتوح؟,Maghrebi
3375,corpus-6-test-corpus-26-train,BAS,الصراحة احسن سياسة.,Iraqi
15575,corpus-6-test-corpus-26-train,MOS,اي موطا تنصح؟,Iraqi
1183,corpus-6-test-corpus-26-train,RIY,ابغى بطارية.,Gulf
5259,corpus-6-test-corpus-26-train,ALE,لا، بكفي هيك.,Levantine
12699,corpus-6-test-corpus-26-test,RIY,في أي وقت ينعرض تيرمنال مان؟,Gulf
16130,corpus-6-test-corpus-26-test,ASW,ايوة، حضرتك. أنا باجي هنا كل يوم علشان الفطار، من الاتنين للجمعة، قبل ماروح الشغل.,Egyptian
10994,corpus-6-test-corpus-26-dev,MOS,اتطيق تقول هذا مره اللخ؟,Iraqi
14502,corpus-6-test-corpus-26-train,ASW,الويندز تمام.,Egyptian
15899,corpus-6-test-corpus-26-train,BAS,هواي عوائل عدها اكثر من مدخل.,Iraqi
19945,corpus-6-test-corpus-26-train,ASW,اتنين كبار وعيل عنده تلات سنين.,Egyptian
14448,corpus-6-test-corpus-26-train,BAG,أسمي ساتو.,Iraqi
9702,corpus-6-test-corpus-26-train,JER,الكعب كتير عالي بالنسبة الي.,Levantine
368,corpus-6-test-corpus-26-train,BEI,ساعتي. كانت سايكو رقمية.,Levantine
10831,corpus-6-test-corpus-26-train,ALX,"دي ""ت"" زى فى توم، أه عندى هنا، يا تارو.",Egyptian
9367,corpus-6-test-corpus-26-train,DAM,بدي اشتري شوية هدايا تذكارية. في محل ظريف قريب من هون؟,Levantine
19666,corpus-6-test-corpus-26-train,JER,بتوقع هيك.,Levantine
15539,corpus-6-test-corpus-26-train,MUS,نعم، عندي تذكرتين للعمالقة والمهربين.,Gulf
3789,corpus-6-test-corpus-26-train,MUS,عندك مخطط لون؟,Gulf
19755,corpus-6-test-corpus-26-train,FES,كنمشي للتزلج جوج مرات فالشهر فالموسم.,Maghrebi
2736,corpus-6-test-corpus-26-dev,BAG,يمكن، بس احنا لازم ننتظرهم كول واحد على حده.,Iraqi
14976,corpus-6-test-corpus-26-train,FES,عندي تذكرة طيران لسان فرانسيسكو.,Maghrebi
4324,corpus-6-test-corpus-26-test,ALG,هاك ورقة تع عشرين، رجعلي زوج دولار، من فضلك.,Maghrebi
16312,corpus-6-test-corpus-26-train,RIY,شكرا جزيلا للطافتك.,Gulf
11019,corpus-6-test-corpus-26-train,MOS,رجاءا اربط احزمة المقاعد مالتك.,Iraqi
10473,corpus-6-test-corpus-26-test,BAG,اكدر اححصل على كهوة؟,Iraqi
11439,corpus-6-train,CAI,امتى نهائيات دوري كرة السله الامريكي للمحترفين؟,Egyptian
7479,corpus-6-test-corpus-26-train,BAG,اريد كريم ريفلون مال الغسل.,Iraqi
19927,corpus-6-train,CAI,شكلك عندك إنفلونزا.,Egyptian
6923,corpus-6-test-corpus-26-test,FES,هل يمكن أن تقرضني كابل سحب، عافاك؟,Maghrebi
1844,corpus-6-dev,CAI,عندك صداع؟,Egyptian
9673,corpus-6-test-corpus-26-train,FES,رجعلي خمسة دولارات، عافاك.,Maghrebi
19318,corpus-6-test-corpus-26-train,MOS,على الساحل الشرقي، انت ايضا تلكى امكان مشهورة، مثل نيويورك، واشنطن دي سي وبوسطن.,Iraqi
2820,corpus-6-train,RAB,بغيت هوت دوغ مع البصلة، عافاك.,Maghrebi
16068,corpus-6-train,CAI,انا حظى حلو انى جبت تذكرة الليلة. أنا مكنتش وصلت البلد لحد تلاتة الضهر.,Egyptian
19463,corpus-6-test-corpus-26-test,BAG,ما المفروض تتفرج التلفزيون بكل الوقات.,Iraqi
3961,corpus-6-test-corpus-26-train,BAS,اكو مطعم تايلندي قريب؟,Iraqi
6759,corpus-6-train,DOH,واجد خصوصاً اني نمت عن العشا البارحة. بالمناسبة، ممكن تقول لي شلون اروح المتحف البريطاني؟,Gulf
612,corpus-6-test-corpus-26-train,FES,فالواقيع، بغينا نجربو النبيذ الأبيض.,Maghrebi
7761,corpus-6-test-corpus-26-test,MUS,اقدر اشوف السيارة؟,Gulf
19889,corpus-6-test-corpus-26-train,FES,مكاينش شي ماكلة مكتعجبنيش.,Maghrebi
9160,corpus-6-test-corpus-26-train,ASW,بكام البريد الجوي لغاية اليابان؟,Egyptian
4742,corpus-6-test-corpus-26-dev,RIY,ابغى مصباح.,Gulf
13488,corpus-6-test-corpus-26-train,SAL,شو اللي بصير بوقت متأخر ؟,Levantine
3959,corpus-6-train,RAB,واش ناخد حوايجك؟,Maghrebi
11302,corpus-6-test-corpus-26-train,JED,عشر دقأيق بالرجول.,Gulf
15674,corpus-6-test-corpus-26-train,DOH,الرسامين والعلماء المميزين يعطونهم اوسمة شرف ثقافية في هاليوم.,Gulf
7693,corpus-6-test-corpus-26-train,BAS,انا متاكد راح احصل حجز.,Iraqi
7574,corpus-6-test-corpus-26-train,ALG,واحد خاص، من فضلك.,Maghrebi
2205,corpus-6-test-corpus-26-train,MUS,ما تعتقد شوي غالي؟,Gulf
16312,corpus-6-test-corpus-26-train,ALG,صحا بزاف على اللطف ديالك.,Maghrebi
8823,corpus-6-test-corpus-26-dev,ALX,إنزل هنا، وغير لأتوبيس رقم ستة.,Egyptian
18776,corpus-6-train,DOH,لا، ما اسوي. احس بلوعة جبد وما يتم شي في بطني.,Gulf
4284,corpus-6-test-corpus-26-train,ALX,فى أيام راس السنة. وفى المناسبات الخاصة زى قاعات الافراح، حفلات الجوايز أو الجنازات.,Egyptian
10043,corpus-6-test-corpus-26-train,RIY,لازم اروح لبنك ياباني؟,Gulf
15464,corpus-6-test-corpus-26-test,ASW,مخارج الطوارئ في الطيارة من قدام وفي النص ومن ورا.,Egyptian
13267,corpus-6-test-corpus-26-train,ALX,أوكى. أنا هاخد اتنين بس. شكرا.,Egyptian
12035,corpus-6-test-corpus-26-train,RAB,كان من دواعي سروري نزور المقر ديالك ونتناقش معاك. شكرا بزاف على حسن تعاونك.,Maghrebi
12708,corpus-6-test-corpus-26-train,RIY,على الساعة سبع، لو سمحت.,Gulf
7248,corpus-6-test-corpus-26-dev,FES,كاين محطة ديال الوقود جوج شوارع من هنا.,Maghrebi
8844,corpus-6-test-corpus-26-test,ALX,بكام المشروم الطازة؟,Egyptian
12193,corpus-6-test-corpus-26-train,ASW,طوكيو زيرو تلاتة أربع تسعات أربعة خمسة ستة سبعة.,Egyptian
4630,corpus-6-test-corpus-26-train,RAB,كاينين بزاف ديال المطاعم هنا .,Maghrebi
1199,corpus-6-test-corpus-26-dev,RAB,بغيت نحجز غرفة لربعة ديال الليلات ابتداءً من اتنين و عشرين ديسمبر.,Maghrebi
12917,corpus-6-test-corpus-26-train,CAI,اقفل المكالمة واستني شوية لو سمحت.,Egyptian
1950,corpus-6-test-corpus-26-dev,MOS,ممكن تحتفظ بمتاعي حتى الساعه ثلاثي؟,Iraqi
11316,corpus-6-test-corpus-26-train,ALG,قبل ما تكمل، تقدر تعطيني بعض الثواني؟,Maghrebi
2947,corpus-6-test-corpus-26-train,ALX,مش المفروض يطول. خمستاشر دقيقة بالكتير.,Egyptian
14854,corpus-6-test-corpus-26-dev,BAS,حتى انا.,Iraqi
3615,corpus-6-train,CAI,تعرفه من وقت طويل؟,Egyptian
471,corpus-6-test-corpus-26-dev,MUS,هاذي البطاقه، انزين؟,Gulf
9126,corpus-6-test-corpus-26-dev,MOS,رجاءا صرف شيك مال مسافرين.,Iraqi
2268,corpus-6-train,BEI,شوب .,Levantine
3789,corpus-6-test-corpus-26-train,BAS,عندك جدول الوان؟,Iraqi
238,corpus-6-test-corpus-26-train,BAS,اكو حد يساعدني. اشكرك.,Iraqi
4635,corpus-6-test-corpus-26-train,ALG,قريب من غرفة الامانات.,Maghrebi
2715,corpus-6-test-corpus-26-test,MOS,قلي على بقعه مليحة بهالنهر، رجاءا.,Iraqi
471,corpus-6-test-corpus-26-dev,JER,هدا الكرت، منيح؟,Levantine
7761,corpus-6-test-corpus-26-test,BAS,اكدر اشوف السيارة؟,Iraqi
12150,corpus-6-test-corpus-26-train,ALX,عاوز مكالمة تصحينى الساعة تمانية ونص بكرة الصبح، من فضلك.,Egyptian
3111,corpus-6-test-corpus-26-dev,MOS,انا ما افتهم امريكي، انا احكي الانكليزيه مال بريطانيا.,Iraqi
14265,corpus-6-test-corpus-26-train,JED,مشغل المكالمات، حولني على تلفون المطافي.,Gulf
19469,corpus-6-test-corpus-26-train,BEI,وين بقدر لائي سوبرماركت؟,Levantine
4773,corpus-6-test-corpus-26-dev,ALG,حبيت ورق تع برية.,Maghrebi
6205,corpus-6-test-corpus-26-train,ALG,وين راهم لوحات موني؟,Maghrebi
11030,corpus-6-test-corpus-26-test,BAS,اعذرني، اكوجسر قريب منا؟,Iraqi
16127,corpus-6-test-corpus-26-train,ALE,طيب. إذا سمحت دخول.,Levantine
8966,corpus-6-test-corpus-26-dev,FES,واخا، هادا كيبان واضح مزيان. كل واحد منكم عافكوم يعطيني التراخيص الخاصة بيه والتسجيلات. أولد، متأسف خاصنا نديرولك اختبار التنفس.,Maghrebi
2862,corpus-6-test-corpus-26-train,MOS,مليح. اشنو اسم الشخص مالك ورقم تليفونو، رجاءا.,Iraqi
4510,corpus-6-test-corpus-26-train,FES,ماذا تبغي ىيكون مع الدخول ديالك؟,Maghrebi
6635,corpus-6-test-corpus-26-train,MOS,ويني المحطه؟,Iraqi
7814,corpus-6-test-corpus-26-train,BAG,اريد تلفلي هاي.,Iraqi
11478,corpus-6-test-corpus-26-train,JED,فيه أي اكل غير انه يكون حار؟,Gulf
1056,corpus-6-test-corpus-26-dev,ALX,عندنا حوالى تلاتين نوع من زيوت الحمام.,Egyptian
10182,corpus-6-test-corpus-26-train,RIY,يا له من منظر. هذي مسارات عظيمة.,Gulf
2734,corpus-6-test-corpus-26-train,FES,واخا، خليك معايا فالخط. السيد ناكاجيما، كنظن بلي السيدة سايتو مكتجاوبش على المكالمة. واش تبغيني نصونيلها لفترة أكثر؟,Maghrebi
17824,corpus-6-train,DOH,ممكن تخلي شناطي لي الساعة اربع، لو سمحت؟,Gulf
5361,corpus-6-test-corpus-26-train,MOS,صباح الخير. هل نمت مليح؟,Iraqi
917,corpus-6-test-corpus-26-train,BAG,راح ادفع خمسين دولار.,Iraqi
13682,corpus-6-test-corpus-26-train,ASW,ممكن استلف مضرب الراكيت والكور؟,Egyptian
5033,corpus-6-train,DOH,في أي طابق؟,Gulf
5518,corpus-6-test-corpus-26-train,FES,المسؤول، عافاك.,Maghrebi
16542,corpus-6-test-corpus-26-train,FES,مفهمتش الشرح ديالك.,Maghrebi
17526,corpus-6-test-corpus-26-train,SAL,لا، أتوقع نسيو يجيبلولنا وحدة.,Levantine
9710,corpus-6-test-corpus-26-test,AMM,أنا سكرت غرفتي.,Levantine
11576,corpus-6-test-corpus-26-train,MOS,ما عدطيق القي غراضي.,Iraqi
14416,corpus-6-test-corpus-26-train,ASW,شكلك حلو.,Egyptian
10182,corpus-6-test-corpus-26-train,ALG,منظر شباب. هي منتزهات روعة.,Maghrebi
1754,corpus-6-test-corpus-26-train,ALG,اذا نقدر نزيد نطول الإقامة ديالي؟,Maghrebi
15798,corpus-6-test-corpus-26-dev,SAL,املاح حمام الاعشاب بيخلي بشرتك ناعمة و رقيقة .,Levantine
19251,corpus-6-test-corpus-26-train,BAS,تعتمد على دفو المكان، بس بوسط اليابان، بداية ابريل.,Iraqi
8471,corpus-6-train,CAI,ده مقاسي تماما .,Egyptian
5913,corpus-6-test-corpus-26-train,ALX,أكلت كتير شوية.,Egyptian
8907,corpus-6-test-corpus-26-dev,CAI,انا باسأل مفروض ادي بقشيش اد ايه.,Egyptian
5518,corpus-6-test-corpus-26-train,ALG,الشحن، من فضلك.,Maghrebi
17808,corpus-6-test-corpus-26-train,BAG,اكو بنك قريب منا؟,Iraqi
17394,corpus-6-test-corpus-26-train,AMM,ما عنا هلأ نفس هاد الموديل. راح أشيك المخزن. استنى دقيقة، لو سمحت.,Levantine
503,corpus-6-test-corpus-26-train,ALX,دة طعمه غريب.,Egyptian
14008,corpus-6-test-corpus-26-train,JED,متى تتوقع حيلاقوها؟,Gulf
16837,corpus-6-test-corpus-26-train,FES,معدتي كتضرني.,Maghrebi
12240,corpus-6-test-corpus-26-train,MUS,تقدر اتساعدني ادور حديقة الحيوان؟,Gulf
9746,corpus-6-test-corpus-26-train,ALX,بيتنطق ج-و-ر-و-ه.,Egyptian
13609,corpus-6-test-corpus-26-test,JED,مدري أيش ممكن اجبله؟,Gulf
13660,corpus-6-test-corpus-26-train,MUS,لازم علينا بالتأكيد أن نجتمع معا مرة ثانية.,Gulf
13767,corpus-6-dev,CAI,ممكن أعمل تشك إن هنا لرحلة طيران يونايتد؟,Egyptian
643,corpus-6-test-corpus-26-train,ALG,هل شركة الطيران تخلص لي شراء الأغراض الشخصية؟,Maghrebi
6835,corpus-6-test-corpus-26-train,MOS,تبين مليح.,Iraqi
11800,corpus-6-test-corpus-26-train,RIY,ابغى اودع اشيائي الثمينة في خزنة الفندق.,Gulf
1321,corpus-6-test-corpus-26-train,JER,بنقدر نحجزلك غرفة مريحة في قلعة قديمة جنب نادي جولف مشهور.,Levantine
16904,corpus-6-test-corpus-26-train,RIY,رقم المسار أربعة عشر.,Gulf
13480,corpus-6-test-corpus-26-train,BAG,ليش الاجرة مالتك تختلف عن العداد؟,Iraqi
8551,corpus-6-test-corpus-26-train,MUS,بجم هو لكل ورقة؟,Gulf
12835,corpus-6-test-corpus-26-train,BAS,نكدر نشوف محافظ جلدية؟,Iraqi
1653,corpus-6-test-corpus-26-test,DAM,رجاءً أدخل رقم التعريف الشخصي.,Levantine
13268,corpus-6-test-corpus-26-train,MUS,هاذي فاتورتك. ثلاثمائة وسبعة وتسعين دولار.,Gulf
6625,corpus-6-test-corpus-26-train,MOS,جغحي يوجع.,Iraqi
10830,corpus-6-test-corpus-26-train,JED,فين قسم غير المدخنيين؟,Gulf
17919,corpus-6-test-corpus-26-train,RIY,اوك. بدق عليك اذا جهزوا.,Gulf
14094,corpus-6-test-corpus-26-train,RIY,كم تكلف تذكرة ذهاب وعودة الى اوكسفورد؟,Gulf
14292,corpus-6-test-corpus-26-train,JER,أوه، هيو. والكل لازم يعبي نموذج الجمارك هدا؟,Levantine
14175,corpus-6-test-corpus-26-train,JER,عيب تسأل الناس قديش معاشهم.,Levantine
19769,corpus-6-test-corpus-26-test,BAS,اكدر استأجر مضارب؟,Iraqi
5259,corpus-6-test-corpus-26-train,RIY,لا، هذا كافي.,Gulf
2808,corpus-6-test-corpus-26-train,SAL,لو سمحت، احكيلي عن شوية شوارع كويسة للتسوق.,Levantine
18687,corpus-6-test-corpus-26-train,SAL,لو سمحت اعطيني شوية ادوية باردة .,Levantine
2591,corpus-6-test-corpus-26-train,JED,اجري.,Gulf
2756,corpus-6-train,CAI,مفروض اخد رسالة؟,Egyptian
2557,corpus-6-test-corpus-26-train,ALE,واحد تشيز برغر سفري، إذا سمحت.,Levantine
8675,corpus-6-test-corpus-26-train,BAG,انته هنا.,Iraqi
11343,corpus-6-test-corpus-26-train,FES,كيفاش نطفي هاد الضو؟,Maghrebi
6835,corpus-6-test-corpus-26-train,ALG,جاك شباب.,Maghrebi
17030,corpus-6-test-corpus-26-dev,SAL,القطارات وقفت عشان الإضراب.,Levantine
4150,corpus-6-train,BEI,أوه. مش منيح أبدًا . إذن، شو بخصوص هيدا، تعمل عملية بسيطة؟ كل اللي لازم تعملو هوي إنك تحط خرطوشة الفيلم هون و تكبس عزر التصوير.,Levantine
19196,corpus-6-test-corpus-26-train,ASW,عندك اعرض شوية؟,Egyptian
1668,corpus-6-test-corpus-26-train,ASW,واحد برجر بالجبنة وواحد عصير برتكان، لو سمحت.,Egyptian
8734,corpus-6-test-corpus-26-train,FES,واو، هادا مكان زوين.,Maghrebi
6481,corpus-6-test-corpus-26-train,BAG,عشرة دعش.,Iraqi
1019,corpus-6-train,CAI,أشتريت البنطلون ده امبارح، بس مش جاي على مقاسي .,Egyptian
4193,corpus-6-test-corpus-26-train,RIY,عندك تخفيض للاعضاء؟,Gulf
10670,corpus-6-test-corpus-26-train,DOH,سعر زين، صح؟,Gulf
14952,corpus-6-test-corpus-26-train,JER,بقدر أشوف شهادة التطعيم تاعتك، لو سمحت؟,Levantine
8095,corpus-6-test-corpus-26-train,ALG,وين جاية الضاحية؟,Maghrebi
1702,corpus-6-test-corpus-26-train,ALE,ممكن بطاقتين للمسرحية الموسيقية يوم الجمعة الجاي؟,Levantine
8271,corpus-6-test-corpus-26-train,BAG,شنو تخصص المنزل؟,Iraqi
5779,corpus-6-test-corpus-26-train,MOS,احنه عنسجل خروج.,Iraqi
2734,corpus-6-test-corpus-26-train,ALG,أوكي، من فضلك ابق على الخط. سيد ناكاجيما، أظن أن السيدة سايتو ماهيش ترد على الهاتف. راك حاب نزيد نخليه يصوني كثر؟,Maghrebi
13660,corpus-6-test-corpus-26-train,AMM,إحنا أكيد لازم نلتقي مع بعض مرة تانية.,Levantine
15452,corpus-6-test-corpus-26-train,ASW,في الحقيقة، كنت عايز الطرد ده متأمن عليه كمان.,Egyptian
10043,corpus-6-test-corpus-26-train,JED,لازم اروح بنك يأباني؟,Gulf
17739,corpus-6-test-corpus-26-train,ALG,نطلبو منكم غير يكون عندي الوقت باش نشوفو.,Maghrebi
1903,corpus-6-test-corpus-26-train,AMM,راح أعطيك وصفة طبية. خدها على الصيدلية.,Levantine
679,corpus-6-test-corpus-26-test,ALX,أوه، ولا يهمك. المهم إنك هنا، على كل حال.,Egyptian
15804,corpus-6-test-corpus-26-train,BAS,اكتب اسم الخطوط الجوية ورقم الرحلة، هم.,Iraqi
